1398851333,mmfast,17,4,1,0.005119
1398851344,mmfast,17,4,1,0.006128
1398851353,mmfast,5,4,1,0.001550
1398851360,mmfast,5,16,1,0.004372
1398851368,mmfast,17,16,1,0.009198
1398851384,mmfast,10,9,1,0.004698
1398851422,mmfast,10,81,1,0.112251
